Park Name,slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Park Header,Park type,Description,Street Address,latitude,longitude,City,Province,Postal Code,Fenced,Separate Small Dog Area,Surface type,Size,Water source available,Benches,Shaded area,Waste bins,Bag Dispensers,Parking Available,Washrooms nearby,Operating hours,Seasonal Restrictions,Park Website or Source,Google Maps Link,Tags,Notes / Comments,Intro Paragraph,Media,Reviewed On,Meta Title,Meta Description,Dog Park FAQs,Park Rules,Public Notes
Firemen's Park,firemens-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,686583ae67a7742759bc719d,false,false,Wed Jul 02 2025 19:08:30 GMT+0000 (Coordinated Universal Time),Wed Jul 02 2025 19:13:29 GMT+0000 (Coordinated Universal Time),Thu Jul 03 2025 19:00:11 GMT+0000 (Coordinated Universal Time),"Firemen's Park Dog Park | Niagara Falls, Ontario",Leash Free,"<p>Niagara Falls Dog Park is the City's north-end designated off-leash area inside Firemen's Park at 2275 Dorchester Road. It is open daily from dawn to dusk all year, subject to posted maintenance, event and seasonal closures.</p><p>Use 2275 Dorchester Road, Niagara Falls, Ontario L2J 4L6 for trip planning. The map uses the City's current address point at 43.1393137668, -79.1143228370. This point is a stable reference for the park property; follow on-site signs to the dog-park entrance.</p><p>The City directs visitors to use designated small- and large-dog areas based on dog size. It also says walking paths within the dog parks are maintained in winter. The current listing does not publish the enclosure layout, path surface or dog-area size, so check the entrance and boundary signs before releasing your dog.</p><p>Sutera dog-waste containers are located near the dog-park entrances. A potable dog-water source, bag dispensers, benches, shade and washrooms are not listed for the dog areas. Bring water and waste bags rather than relying on unconfirmed amenities.</p><p>Normal day-to-day parking conditions are not described on the dog-park page. Firemen's Park hosts scheduled events that can change access, parking or dog-park availability, so check current City closure and event notices before travelling.</p><p>Dogs must have valid licence tags and current vaccinations, remain in sight and under verbal control, and be handled by no more than three dogs per person. Children under 13 require adult supervision. Dogs under four months, sick or injured dogs, female dogs in heat and aggressive dogs are prohibited. Glass, food, toys, smoking, vaping and alcohol are also prohibited. Leash your dog before entering and after leaving the designated area, and follow all posted rules.</p>",2275 Dorchester Road,43.1393137668,-79.1143228370,Niagara Falls,Ontario,L2J 4L6,Not published by the City,Yes,Walking paths; surface composition not published,Not published by the City,Not published; bring water,Not published for the dog areas,Not published for the dog areas,Yes,Not published; bring waste bags,Not confirmed for ordinary visits; check event notices,Not published for the dog areas,"Daily from dawn to dusk, all year, subject to posted closures","Winter paths are maintained; maintenance, event and seasonal closures may be posted",https://niagarafalls.ca/recreation-culture-and-community/parks-trails-and-sports-fields/off-leash-dog-parks/,https://www.google.com/maps/search/?api=1&query=43.1393137668%2C-79.1143228370,"leash-free,small-dog-area,winter-paths","<p>Primary sources reviewed on August 26, 2026: https://niagarafalls.ca/recreation-culture-and-community/parks-trails-and-sports-fields/off-leash-dog-parks/ ; https://niagarafalls.ca/property-home-and-environment/animal-services/dog-licences/ ; https://portal.niagarafalls.ca/arcgis/rest/services/Public/NF_AddressPoints/MapServer/1 ; https://portal.niagarafalls.ca/arcgis/rest/services/Public/NF_ParkAndTrailLands/MapServer/2 ; and https://portal.niagarafalls.ca/arcgis/rest/services/Public/NF_AccessPoints/MapServer/0 . Confirmed: current north-end off-leash designation inside Firemen's Park; 2275 Dorchester Road, Niagara Falls, Ontario L2J 4L6; municipal address point 43.1393137668, -79.1143228370; dawn-to-dusk daily access all year subject to closure notices; winter-maintained walking paths; designated small- and large-dog areas; entrance waste containers; licensing, vaccination, supervision, control, dog-limit, age, health and prohibited-item rules. Reasonable inference: the municipal address point is the best stable map reference because the municipal park polygon represents the wider Firemen's Park property. Unknown: dog-area fencing, surface composition beyond the published paths, precise dog-area size, potable dog water, benches, shade, bag dispensers, normal parking conditions, washrooms and closure-notice duration.</p>","<p>Niagara Falls Dog Park is the City's north-end designated off-leash area inside Firemen's Park at 2275 Dorchester Road. It is open daily from dawn to dusk all year, subject to posted maintenance, event and seasonal closures.</p>",,Wed Aug 26 2026 12:00:00 GMT+0000 (Coordinated Universal Time),"Firemen's Park Dog Park | Niagara Falls, Ontario","Plan a visit to Firemen's Park dog park in Niagara Falls: dawn-to-dusk hours, small- and large-dog areas, winter paths, current rules, and closures.","<p><strong>1. Is there an off-leash dog park at Firemen's Park?</strong></p><p>Yes. Niagara Falls identifies its north-end Niagara Falls Dog Park inside Firemen's Park at 2275 Dorchester Road.</p><p><strong>2. What hours does the dog park follow?</strong></p><p>The City says it is open daily from dawn to dusk all year. Maintenance, special events or seasonal conditions can prompt posted closures.</p><p><strong>3. Are there separate areas for different dog sizes?</strong></p><p>Yes. The City instructs owners to use the designated small- or large-dog area based on their dog's size.</p><p><strong>4. Are the paths maintained in winter?</strong></p><p>The City says walking paths within its dog parks are maintained in winter, but visitors should still check closure notices and current conditions.</p><p><strong>5. What should I bring?</strong></p><p>Bring water, waste bags, a leash, a valid dog licence tag and proof that vaccinations are current. The City confirms waste containers near the entrances but does not list water or bag dispensers.</p><p><strong>6. What are the main dog rules?</strong></p><p>Keep your dog in sight and under verbal control, bring no more than three dogs per handler, use the correct size area and follow the City's health, age and conduct restrictions.</p>","Use the designated small- or large-dog area; keep dogs in sight and under verbal control; bring no more than three dogs per handler; maintain valid licensing and vaccinations; obey age, health, conduct and prohibited-item rules; follow posted closures.",
Fish Creek Park – Marshall Springs & Votiers Flats,fish-creek-marshall-votiers,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,683b175e3d46fbe843541344,false,false,Sat May 31 2025 14:51:10 GMT+0000 (Coordinated Universal Time),Sat May 31 2025 14:51:10 GMT+0000 (Coordinated Universal Time),Sun Jun 01 2025 00:16:54 GMT+0000 (Coordinated Universal Time),Fish Creek Park (Marshall Springs & Votiers Flats Off-Leash Zones),Leash Free,"<p>Fish Creek Provincial Park offers multiple designated off-leash zones, with Marshall Springs and Votiers Flats among the most popular. Dogs can explore wooded trails, meadows, and even access the creek under close supervision.</p>",Marshall Springs Gate SW,,,Calgary,Alberta,T2Y 3S4,No,No,"Trails, Grass, Forest",Large – part of 13.5 sq. km park,Yes,Yes,,Yes,,Yes,Yes,5:00 AM to 11:00 PM,,https://www.albertaparks.ca/parks/south/fish-creek-pp/,"https://www.google.com/maps/place/Marshall+Springs+Gate+SW,+Calgary,+AB+T2Y+3S4","natural trails, water access, forested, large park",<p>Watch for wildlife; park rangers patrol regularly.</p>,"<p>Fish Creek Provincial Park's Marshall Springs and Votiers Flats zones offer scenic off-leash experiences with wooded trails, flowing creeks, and wide-open meadows for adventurous dogs.</p>",,,,,,,
Fish Creek Provincial Park Off-Leash Area,fish-creek-provincial-park-off-leash-area,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,683b175fc46e25ede4c0ceb7,false,false,Sat May 31 2025 14:51:11 GMT+0000 (Coordinated Universal Time),Sat May 31 2025 14:51:11 GMT+0000 (Coordinated Universal Time),Sun Jun 01 2025 00:16:54 GMT+0000 (Coordinated Universal Time),Fish Creek Provincial Park (Expansive Natural Off-Leash Zones),Leash Free,"<p>Fish Creek Provincial Park is one of Canada’s largest urban parks, offering several designated off-leash zones. These areas include wooded trails, meadows, and creek access ideal for adventurous dogs.</p>",13931 Woodpath Rd SW,,,Calgary,Alberta,T2W 5R6,Partially,No,"Grass, Forest Trails, Creekbank","13.5 sq km (over 3,300 acres)",Yes,Yes,,Yes,,Yes,Yes,5:00 AM to 11:00 PM,,https://www.albertaparks.ca/parks/kananaskis/fish-creek-pp/,https://www.google.com/maps/place/Fish+Creek+Provincial+Park/,"large, provincial, creek, trails, nature, shaded",<p>Ideal for hikers and dogs that love exploring.</p>,"<p>Fish Creek Park offers a massive network of off-leash zones where dogs can explore meadows, forested paths, and even dip into the creek on hot days.</p>",,,,,,,
Fort Needham Memorial Park,fort-needham-memorial-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68b85552f1faab2744a575c9,false,false,Wed Sep 03 2025 14:48:50 GMT+0000 (Coordinated Universal Time),Wed Sep 03 2025 19:49:10 GMT+0000 (Coordinated Universal Time),Sat Sep 06 2025 19:21:07 GMT+0000 (Coordinated Universal Time),Fort Needham Memorial Park Leash-Free Dog Park,Leash Free,"<p>Historic memorial park with open lawns and signed off-leash sections, located in Halifax's north end.</p>",3177 Needham Street,44.664011,-63.593438,Halifax,NS,,No,No,"grass, paved paths",Medium,No,Yes,Yes,Yes,No,Street,Yes,5:00 a.m. - 10:00 p.m.,,https://www.halifax.ca/parks-recreation/parks-trails-gardens/parks-outdoor-spaces/leash-dog-parks,https://www.google.com/maps?q=Fort+Needham+Memorial+Park+Halifax,"leash-free, open-space, historic",<p>Popular for dog walking but shared with playgrounds and memorial features; watch for signage to stay in off-leash areas.</p>,"<p>Fort Needham Memorial Park is a central leash-free dog park in Halifax, known for its historic setting and open lawns. It offers a mix of green space and city views where dogs can run and play.</p>",,,,,,,
Frank Faubert Wood Lot,frank-faubert-wood-lot,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6843463fbf58ba07a373411e,false,false,Fri Jun 06 2025 19:49:19 GMT+0000 (Coordinated Universal Time),Fri Jun 06 2025 19:54:43 GMT+0000 (Coordinated Universal Time),Sat Jun 14 2025 00:09:21 GMT+0000 (Coordinated Universal Time),Frank Faubert Wood Lot (Dogs Allowed Area),Dogs Allowed,"<p>Frank Faubert Wood Lot is a peaceful wooded area in Scarborough where dogs are allowed on-leash. There is no formal leash-free zone, but its quiet trails and tree canopy offer a calming walk experience for pet owners and their dogs.</p>",190 Borough Drive,43.772651740051,-79.25411611633261,Scarborough,Ontario,M1P 4N7,No,No,Woodland trail,Approx. 3 acres,No,No,Yes,Yes,No,Yes,Yes,7:00 AM – 9:00 PM,None,"https://www.google.com/maps/place/Frank+Faubert+Wood+Lot/@43.7724309,-79.2567232,17z/data=!3m1!4b1!4m6!3m5!1s0x89d4d1af06706fb9:0xb772478aa6e70b25!8m2!3d43.7724271!4d-79.2541483!16s%2Fg%2F11cjkb_ncp?entry=ttu&g_ep=EgoyMDI1MDYwMy4wIKXMDSoASAFQAw%3D%3D",https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1065,"on-leash, wooded, trail, shaded",<p>More of a natural walk than an active play space.</p>,"<p>Frank Faubert Wood Lot provides on-leash wooded trails in Scarborough, ideal for calm dog walks away from busy streets.</p>",,,,,,,
Fraser River Park,fraser-river-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6838bee7e03210dd8f955390,false,false,Thu May 29 2025 20:09:11 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:37:10 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:38:18 GMT+0000 (Coordinated Universal Time),Fraser River Park (off-leash dog park),Leash Free,"<p>Pet lovers in Vancouver love spending time at Fraser River Park, an off-leash area perfect for daily visits. Covering 71033 square meters, it has a natural terrain base that supports active dog activities. Fraser River Park operates East: May 30 to Sept. 1- on leash only ; West: 6AM, where the environment includes comfortable benches, offers shady spots, and has accessible washrooms nearby. Does not include water access. It’s a great space to let your pup roam and meet other dogs.</p>",8705 Angus Drive Vancouver BC,,,Vancouver,BC,,,,Various surfaces,,No,Yes,Yes,No,,,Yes,East: May 30 to Sept. 1- on leash only ; West: 6AM,,,,,,"<p>Fraser River Park is a well-loved off-leash dog park in Vancouver. This park features a various surfaces surface and an open space for dogs to roam freely. It provides no water access, minimal shade, and limited seating, making it a great destination for local dog owners to relax and let their pets socialize.</p>",https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfb0649f9ed0a87de7c1_dog-park-daytime-with-dog-and-grassy-field.png,,,,,,
Fraserview Golf Course,fraserview-golf-course-vancouver,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6838bee6698b428b2113b36d,false,false,Thu May 29 2025 20:09:10 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:37:11 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:38:18 GMT+0000 (Coordinated Universal Time),Fraserview Golf Course (off-leash dog park),Leash Free,"<p>If you're in Vancouver, BC, and looking for a great off-leash dog park, check out Fraserview Golf Course. With an area of approximately 9306 square meters, this park offers a wood chip path environment for pets to explore. Dog owners will appreciate the parks 5 AM to 10 AM &amp; 5 PM to 10 PM access and how it offers wide-open green space, offers shady spots, and has accessible washrooms nearby. Does not include water access, so bring your furry friend for a refreshing outdoor experience.</p>",7800 Vivian St Vancouver BC,,,Vancouver,BC,,No,,Wood chip path,,No,No,Yes,No,,,Yes,5 AM to 10 AM & 5 PM to 10 PM,,,,,,"<p>Fraserview Golf Course is a well-loved off-leash dog park in Vancouver. This park features a wood chip path surface and an open space for dogs to roam freely. It provides no water access, minimal shade, and limited seating, making it a great destination for local dog owners to relax and let their pets socialize.</p>",https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfb0649f9ed0a87de7c1_dog-park-daytime-with-dog-and-grassy-field.png,,,,,,
Fred Mendel Dog Park,fred-mendel-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6871caa305e7697b49ceb9b9,false,false,Sat Jul 12 2025 02:38:27 GMT+0000 (Coordinated Universal Time),Sun Aug 16 2026 12:00:00 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 03:27:49 GMT+0000 (Coordinated Universal Time),Fred Mendel Dog Park,Leash Free,"<p>What the City does clearly publish today is that Fred Mendel is an active Saskatoon dog park and that Saskatoon's dog parks are naturalized spaces where dogs may be off leash while under the control of their owners. The City's current dog parks page also says a valid dog licence is required to access any dog park and that dogs should have up-to-date vaccinations before visiting.</p><p>The most useful current guidance comes from the City's published dog park etiquette and readiness rules. Saskatoon tells owners to keep dogs leashed when entering and exiting the park, keep dogs within sight, pick up after them, and remove any dog that becomes a nuisance by leashing it and leaving the off-leash area. The City also advises that dogs should know basic commands such as come, sit and stay before visiting. Because Saskatoon's dog parks are shared naturalized spaces, the City reminds visitors that wildlife may be present and that dogs should remain under control at all times.</p><p>For location context, older City of Saskatoon records still matter here. In 2016, City Council materials documented the Fred Mendel off-leash recreation area as a designated site within Fred Mendel Park, and a later City Council agenda brief in 2016 noted that the proposed area had been adjusted to 1.22 acres. A City news release archived in the City's search results also placed Fred Mendel Dog Park near Avenue W South and 17th Street West. Those records are useful for orientation, but the current public dog park page is the primary source for the park's active status and operating rules.</p>",Near Avenue W South and 17th Street West,,,Saskatoon,Saskatchewan,,Unknown,Unknown,Naturalized grass,1.22-acre off-leash area,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,https://www.saskatoon.ca/services-residents/pet-licensing-animal-services/dog-parks,https://www.google.com/maps/search/?api=1&query=Fred+Mendel+Dog+Park+Saskatoon+SK,"off-leash,naturalized,west-side,city-listed","<p>Primary sources reviewed August 16, 2026: https://www.saskatoon.ca/services-residents/pet-licensing-animal-services/dog-parks and https://www.saskatoon.ca/parks-recreation-attractions/parks/park-locations-amenities. Historical City of Saskatoon records also reviewed August 16, 2026: https://www.saskatoon.ca/news-releases/planning-development-community-services-decisions-brief-2 and https://www.saskatoon.ca/news-releases/city-council-agenda-brief-6. These sources support Fred Mendel's current status as an official Saskatoon dog park, the current citywide dog-park rules, the Fred Mendel park context, the Avenue W South and 17th Street West orientation, and the 1.22-acre off-leash area history.</p>","<p>Fred Mendel Dog Park is one of the City of Saskatoon's official dog parks. The current City dog parks page lists it among Saskatoon's active off-leash areas, while City records for the Fred Mendel off-leash designation place the site in Fred Mendel Park near Avenue W South and 17th Street West on the west side of Saskatoon.</p>",,Sun Aug 16 2026 12:00:00 GMT+0000 (Coordinated Universal Time),"Fred Mendel Dog Park | Saskatoon, SK | LeashFree.ca","Source-backed guide to Fred Mendel Dog Park in Saskatoon, covering the City's current dog-park listing, core off-leash rules, and City records for the Fred Mendel off-leash area near Avenue W South and 17th Street West.",,,
Gallinger Park,gallinger-park-cornwall,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,687056194cb3fdd2b2e4c60c,false,false,Fri Jul 11 2025 00:08:57 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 00:29:48 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 12:18:36 GMT+0000 (Coordinated Universal Time),Gallinger Park | Cornwall Park Rules,Neighbourhood park,"<p>Gallinger Park is a small Cornwall neighbourhood park near Elsie Avenue and Lottie Crescent, but current city rules do not permit dogs in this park.</p>",Elsie Avenue and Lottie Crescent area,45.0212,-74.7674,Cornwall,Ontario,K6H 7H1,No,No,Grass and neighbourhood park surfaces,Small neighbourhood park,Unknown - verify on arrival,Yes,Some tree cover,Unknown - verify on arrival,No city-confirmed dog dispensers noted,Street parking likely - verify on arrival,No city-confirmed washrooms noted,Verify posted hours on arrival,Check posted city rules and notices,https://www.cornwall.ca/en/play-here/parks-and-trails.aspx,https://www.google.com/maps/search/?api=1&query=Elsie+Avenue+and+Lottie+Crescent+Cornwall+ON,"park-rules,neighbourhood-park,cornwall,gallinger-park","<p>Primary sources: https://www.cornwall.ca/en/property-environment/animals-and-wildlife/ and https://www.cornwall.ca/en/play-here/parks-and-trails.aspx. Reviewed on July 31, 2026. This page was corrected because the City of Cornwall does not currently list Gallinger Park as a place where dogs are permitted.</p>","<p>Gallinger Park is a small City of Cornwall neighbourhood park near <strong>Elsie Avenue and Lottie Crescent</strong>, with open grass, benches, and playground-style local park amenities.</p>",,2026-07-31,Gallinger Park | Cornwall Park Rules | LeashFree.ca,"Source-backed guide to Gallinger Park in Cornwall, including current city location details and the current municipal rule that dogs are not permitted in this park.",,,
Garnetwood Park,garnetwood-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6840af134a156420c65faad9,false,false,Wed Jun 04 2025 20:39:47 GMT+0000 (Coordinated Universal Time),Wed Jun 04 2025 20:58:55 GMT+0000 (Coordinated Universal Time),Thu Jun 05 2025 00:31:39 GMT+0000 (Coordinated Universal Time),Garnetwood Park (Leash-Free Dog Park),,"<p>Garnetwood Park features a designated leash-free zone nestled within a broader community park in central Mississauga. The off-leash area is fully fenced and includes grassy terrain, mature trees for shade, and seating for dog owners. It’s well-maintained and part of the Leash-Free Mississauga network, offering a safe and controlled environment for dogs to exercise and socialize.</p>",1996 Rathburn Rd E,43.63744055,-79.58843135,Mississauga,Ontario,L4W 2N8,Yes,No,Grass and dirt,Approx. 1 acre,No,Yes,Yes,Yes,Yes,Yes,No,7:00 AM – 9:00 PM,None,,"https://www.google.com/maps/place/Garnetwood+Park+Off-+Leash+Dogs+park/@43.6372426,-79.5909526,17z/data=!3m1!4b1!4m6!3m5!1s0x882b39e317c7a0e5:0x1840b0500a4a2973!8m2!3d43.6372387!4d-79.5883777!16s%2Fg%2F11jfmb9zpj?entry=ttu&g_ep=EgoyMDI1MDYwMi4wIKXMDSoASAFQAw%3D%3D","fenced, grass, shaded, benches, bag dispensers, community park","<p>While well-used, the space is relatively compact, making it best suited for social dogs that don’t require wide open spaces.</p>","<p>Garnetwood Park’s leash-free area offers a calm, grassy space for dog owners seeking a safe and welcoming park in east Mississauga. The mature trees and seating areas make it a pleasant place for both dogs and their humans.</p>",https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b38a22145b4d4d0b563f_Garnetwood%20Park.jpg,,,,,,
